"SkillsDataID";"Place";"Skill";"Amount";"Rating";"YearCollected"
2301;11;43;4;0,00135777;2016
2302;11;37;83;0,0281738;2016
2303;11;64;958;0,325187;2016
2304;11;34;251;0,0852003;2016
2305;11;86;2;0,000678887;2016
2329;10;18;3;0,00181378;2016
2330;10;22;121;0,073156;2016
2331;10;67;25;0,0151149;2016
2332;10;38;28;0,0169287;2016
2333;10;33;124;0,0749698;2016
2334;10;79;170;0,102781;2016
2335;10;66;11;0,00665054;2016
2336;10;83;142;0,0858525;2016
2337;10;21;424;0,256348;2016
2338;10;26;96;0,0580411;2016
2339;10;88;19;0,0114873;2016
2340;10;80;3;0,00181378;2016
2341;10;25;59;0,0356711;2016
2342;10;70;1;0,000604595;2016
2343;10;41;5;0,00302297;2016
2344;10;40;5;0,00302297;2016
2345;10;24;90;0,0544135;2016
2346;10;28;95;0,0574365;2016
2347;10;82;57;0,0344619;2016
2348;10;47;9;0,00544135;2016
2349;10;20;384;0,232164;2016
2350;10;19;431;0,26058;2016
2351;10;73;4;0,00241838;2016
2352;10;23;110;0,0665054;2016
2353;10;39;4;0,00241838;2016
2354;10;36;168;0,101572;2016
2355;10;27;38;0,0229746;2016
2356;10;42;5;0,00302297;2016
2357;10;81;211;0,12757;2016
2358;10;46;4;0,00241838;2016
2359;10;44;1;0,000604595;2016
2360;10;37;102;0,0616687;2016
2361;10;64;268;0,162031;2016
2362;10;34;56;0,0338573;2016
2363;10;86;2;0,00120919;2016
